"cod_modelo_color","cod_color_code","des_color_specification_esp","des_agrup_color_eng","des_sex","des_age","des_line","des_fabric","des_product_category","des_product_aggregated_family","des_product_family","des_product_type","des_filename"
"57052894-TA","TA","TAUPE","BROWN","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Bucket bag","datathon/images/2023_57052894_TA.jpg"
"57029805-99","99","NEGRO","GREY","Female","Adult","SHE","O-POLIPIEL","Bottoms","Trousers & leggings","Leggings and joggers","Leggings","datathon/images/2023_57029805_99.jpg"
"57003813-TO","TO","TEJANO OSCURO","BLUE","Female","Adult","SHE","J-JEANS","Bottoms","Jeans","Jeans","Jeans","datathon/images/2023_57003813_TO.jpg"
"57023813-70","70","ROJO","RED","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2023_57023813_70.jpg"
"57091174-05","05","CRUDO","WHITE","Female","Adult","SHE","J-JEANS","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2023_57091174_05.jpg"
"57046309-56","56","NAVY","BLUE","Female","Adult","SHE","T-TRICOT","Tops","Tops","Tops","Top","datathon/images/2023_57046309_56.jpg"
"57025982-08","08","BEIGE","WHITE","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2023_57025982_08.jpg"
"57055983-70","70","ROJO","RED","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Shirt","datathon/images/2023_57055983_70.jpg"
"57036310-99","99","NEGRO","GREY","Female","Adult","SHE","T-TRICOT","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57036310_99.jpg"
"57074433-05","05","CRUDO","WHITE","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2023_57074433_05.jpg"
"57025979-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","Shirts","Shirt","Shirt","datathon/images/2023_57025979_99.jpg"
"57007743-65","65","MORADO","PURPLE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2023_57007743_65.jpg"
"57036018-56","56","NAVY","BLUE","Female","Adult","SHE","P-PLANA","Accesories, Swim and Intimate","Swim and intimate","Intimate","Pyjama Shirt","datathon/images/2023_57036018_56.jpg"
"57035808-30","30","MARRON","BROWN","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Cardigans","Cardigan","datathon/images/2023_57035808_30.jpg"
"57047740-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Hats, scarves and gloves","Gloves","datathon/images/2023_57047740_99.jpg"
"67040292-GM","GM","GUNMETAL","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Sandals","datathon/images/2024_67040292_GM.jpg"
"43065789-30","30","MARRON","BROWN","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2019_43065789_30.jpg"
"53040590-45","45","AGUA","GREEN","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_53040590_45.jpg"
"51070647-70","70","ROJO","RED","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Jumpsuit","Jumpsuit","datathon/images/2019_51070647_70.jpg"
"53060729-56","56","NAVY","BLUE","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Jumpsuit","Jumpsuit","datathon/images/2019_53060729_56.jpg"
"53060745-02","02","OFFWHITE","WHITE","Female","Adult","SHE","K-CIRCULAR","Tops","Tops","Tops","Top","datathon/images/2019_53060745_02.jpg"
"51073736-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Outerwear","Coats and Parkas","Coats","Coat","datathon/images/2019_51073736_99.jpg"
"53085748-PL","PL","PLATA","GREY","Female","Adult","SHE","P-PLANA","Outerwear","Coats and Parkas","Puffer coats","Puffer coat","datathon/images/2019_53085748_PL.jpg"
"53025741-35","35","TOPO","BROWN","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_53025741_35.jpg"
"53015753-05","05","CRUDO","WHITE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_53015753_05.jpg"
"53005773-08","08","BEIGE","WHITE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_53005773_08.jpg"
"57055916-OR","OR","ORO","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Necklace","datathon/images/2019_57055916_OR.jpg"
"57034753-70","70","ROJO","RED","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Jumpsuit","Jumpsuit","datathon/images/2019_57034753_70.jpg"
"57065922-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Blouse","datathon/images/2019_57065922_99.jpg"
"57014380-32","32","CHOCOLATE","BROWN","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Ring","datathon/images/2019_57014380_32.jpg"
"57045920-09","09","CAMEL","WHITE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_57045920_09.jpg"
"57017887-49","49","BOTELLA","GREEN","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Hats, scarves and gloves","Scarf","datathon/images/2019_57017887_49.jpg"
"57085939-45","45","AGUA","GREEN","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_57085939_45.jpg"
"57088254-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2019_57088254_99.jpg"
"57087893-OR","OR","ORO","WHITE","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","Bodysuits","Bodysuit","datathon/images/2019_57087893_OR.jpg"
"57029218-84","84","CHICLE","PINK","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_57029218_84.jpg"
"47073254-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Belts and Ties","Belt","datathon/images/2023_47073254_99.jpg"
"47025146-PL","PL","PLATA","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Sandals","datathon/images/2023_47025146_PL.jpg"
"57050245-20","20","NARANJA","ORANGE","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57050245_20.jpg"
"57000262-43","43","VERDE","GREEN","Female","Kids","KIDS","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57000262_43.jpg"
"57010289-01","01","BLANCO","WHITE","Female","Adult","SHE","J-JEANS","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Jumpsuit","Jumpsuit","datathon/images/2023_57010289_01.jpg"
"57050414-OR","OR","ORO","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Earrings","datathon/images/2023_57050414_OR.jpg"
"57052882-46","46","TURQUESA","BLUE","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Jumpsuit","Jumpsuit","datathon/images/2023_57052882_46.jpg"
"57084008-56","56","NAVY","BLUE","Female","Adult","SHE","K-CIRCULAR","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57084008_56.jpg"
"57044406-05","05","CRUDO","WHITE","Female","Adult","SHE","O-POLIPIEL","Bottoms","Skirts and shorts","Shorts","Shorts","datathon/images/2023_57044406_05.jpg"
"57005804-70","70","ROJO","RED","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2023_57005804_70.jpg"
"57055797-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","Tops","Tops","Top","datathon/images/2023_57055797_99.jpg"
"57085984-37","37","KHAKI","BROWN","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2023_57085984_37.jpg"
"57034432-DI","DI","DIRTY","BLUE","Female","Adult","SHE","J-JEANS","Outerwear","Jackets and Blazers","Jackets","Jacket","datathon/images/2023_57034432_DI.jpg"
"57096014-92","92","GRIS","GREY","Female","Adult","SHE","P-PLANA","Outerwear","Jackets and Blazers","Blazers","Blazer","datathon/images/2023_57096014_92.jpg"
"57099087-08","08","BEIGE","WHITE","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2023_57099087_08.jpg"
"57088277-02","02","OFFWHITE","WHITE","Female","Adult","SHE","P-PLANA","Outerwear","Coats and Parkas","Coats","Coat","datathon/images/2023_57088277_02.jpg"
"57059110-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57059110_99.jpg"
"57005156-08","08","BEIGE","WHITE","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57005156_08.jpg"
"57098279-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Bottoms","Trousers & leggings","Leggings and joggers","Leggings","datathon/images/2023_57098279_99.jpg"
"43015024-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2019_43015024_99.jpg"
"53030688-43","43","VERDE","GREEN","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Earrings","datathon/images/2019_53030688_43.jpg"
"53030667-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2019_53030667_99.jpg"
"53070824-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2019_53070824_99.jpg"
"51093738-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2019_51093738_99.jpg"
"51053748-45","45","AGUA","GREEN","Female","Adult","SHE","P-PLANA","Outerwear","Jackets and Blazers","Jackets","Jacket","datathon/images/2019_51053748_45.jpg"
"53063764-32","32","CHOCOLATE","BROWN","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2019_53063764_32.jpg"
"53055736-30","30","MARRON","BROWN","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2019_53055736_30.jpg"
"53075735-32","32","CHOCOLATE","BROWN","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Jumpsuit","Jumpsuit","datathon/images/2019_53075735_32.jpg"
"51031081-85","85","ROSA","PINK","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2019_51031081_85.jpg"
"53067683-16","16","OCRE","YELLOW","Female","Adult","SHE","P-PLANA","Outerwear","Jackets and Blazers","Blazers","Blazer","datathon/images/2019_53067683_16.jpg"
"57003650-01","01","BLANCO","WHITE","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2019_57003650_01.jpg"
"57027882-90","90","PERLA","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Necklace","datathon/images/2019_57027882_90.jpg"
"53113784-09","09","CAMEL","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2019_53113784_09.jpg"
"57084382-52","52","AZUL","BLUE","Female","Adult","SHE","K-CIRCULAR","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_57084382_52.jpg"
"57075936-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2019_57075936_99.jpg"
"57025938-74","74","FRESA","RED","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_57025938_74.jpg"
"57025785-TO","TO","TEJANO OSCURO","BLUE","Female","Adult","SHE","J-JEANS","Bottoms","Jeans","Jeans","Jeans","datathon/images/2019_57025785_TO.jpg"
"57006309-01","01","BLANCO","WHITE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Blouse","datathon/images/2019_57006309_01.jpg"
"47076304-01","01","BLANCO","WHITE","Female","Adult","SHE","J-JEANS","Bottoms","Jeans","Jeans","Jeans","datathon/images/2023_47076304_01.jpg"
"57020264-70","70","ROJO","RED","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2023_57020264_70.jpg"
"57050282-05","05","CRUDO","WHITE","Female","Adult","SHE","P-PLANA","Tops","Tops","Tops","Top","datathon/images/2023_57050282_05.jpg"
"57023802-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Bottoms","Trousers & leggings","Leggings and joggers","Leggings","datathon/images/2023_57023802_99.jpg"
"57055138-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2023_57055138_99.jpg"
"57066713-92","92","GRIS","GREY","Female","Adult","SHE","K-CIRCULAR","Outerwear","Jackets and Blazers","Blazers","Blazer","datathon/images/2023_57066713_92.jpg"
"57093810-08","08","BEIGE","WHITE","Female","Adult","SHE","T-TRICOT","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2023_57093810_08.jpg"
"57023799-99","99","NEGRO","GREY","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2023_57023799_99.jpg"
"57034782-85","85","ROSA","PINK","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Shirt","datathon/images/2023_57034782_85.jpg"
"57087730-91","91","GRIS CLARO VIGORE","GREY","Female","Adult","SHE","T-TRICOT","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57087730_91.jpg"
"67000260-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Shoes","datathon/images/2024_67000260_99.jpg"
"57027735-30","30","MARRON","BROWN","Female","Adult","SHE","T-TRICOT","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2023_57027735_30.jpg"
"57048268-65","65","MORADO","PURPLE","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57048268_65.jpg"
"57057743-76","76","GRANATE","RED","Female","Adult","SHE","P-PLANA","Accesories, Swim and Intimate","Swim and intimate","Intimate","Pyjama Trousers","datathon/images/2023_57057743_76.jpg"
"57057744-43","43","VERDE","GREEN","Female","Adult","SHE","P-PLANA","Accesories, Swim and Intimate","Swim and intimate","Intimate","Nightgown","datathon/images/2023_57057744_43.jpg"
"57099093-88","88","FUCSIA","PINK","Female","Adult","SHE","P-PLANA","Tops","Tops","Tops","Top","datathon/images/2023_57099093_88.jpg"
"53020578-07","07","ARENA","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Belts and Ties","Belt","datathon/images/2019_53020578_07.jpg"
"53090588-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Jumpsuit","Jumpsuit","datathon/images/2019_53090588_99.jpg"
"53060522-85","85","ROSA","PINK","Female","Adult","SHE","T-TRICOT","Tops","Tops","Tops","Top","datathon/images/2019_53060522_85.jpg"
"53030684-01","01","BLANCO","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Earrings","datathon/images/2019_53030684_01.jpg"
"53070773-01","01","BLANCO","WHITE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Shirt","datathon/images/2019_53070773_01.jpg"
"53080918-53","53","ELECTRICO","BLUE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_53080918_53.jpg"
"53050625-CU","CU","CUERO","BROWN","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2019_53050625_CU.jpg"
"53003754-92","92","GRIS","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2019_53003754_92.jpg"
"53013752-79","79","CALDERO","RED","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Glasses","Glasses","datathon/images/2019_53013752_79.jpg"
"51003051-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_51003051_99.jpg"
"51031021-43","43","VERDE","GREEN","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_51031021_43.jpg"
"53049069-30","30","MARRON","BROWN","Female","Adult","SHE","P-PLANA","Outerwear","Coats and Parkas","Coats","Coat","datathon/images/2019_53049069_30.jpg"
"53011108-99","99","NEGRO","GREY","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_53011108_99.jpg"
"53015773-33","33","COFFEE","BROWN","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2019_53015773_33.jpg"
"57003650-52","52","AZUL","BLUE","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2019_57003650_52.jpg"
"57007880-96","96","GRIS OSCURO VIGORE","GREY","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2019_57007880_96.jpg"
"57075916-43","43","VERDE","GREEN","Female","Adult","SHE","K-CIRCULAR","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Jumpsuit","Jumpsuit","datathon/images/2019_57075916_43.jpg"
"57097685-70","70","ROJO","RED","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_57097685_70.jpg"
"57009027-02","02","OFFWHITE","WHITE","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2019_57009027_02.jpg"
"57015926-56","56","NAVY","BLUE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_57015926_56.jpg"
"57017699-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2019_57017699_99.jpg"
"57009044-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Blouse","datathon/images/2019_57009044_99.jpg"
"57019215-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_57019215_99.jpg"
"67060603-TN","TN","TEJANO NEGRO","GREY","Female","Adult","SHE","J-JEANS","Bottoms","Jeans","Jeans","Jeans","datathon/images/2020_67060603_TN.jpg"
