"cod_outfit","cod_modelo_color"
4582,"57042003-TC"
4582,"57034407-65"
4902,"47075849-32"
4902,"57040073-05"
4902,"47075968-08"
4902,"47052524-08"
4902,"47094043-05"
4902,"47075937-05"
4964,"47075849-32"
4964,"47015850-OR"
4964,"57010006-99"
4964,"47056314-OR"
4964,"57040260-05"
4980,"47075849-32"
4980,"47037825-CU"
4980,"47095651-02"
4980,"57010277-35"
4980,"57040277-35"
4980,"47035852-OR"
4980,"47015845-99"
5130,"47075849-32"
5130,"47005944-32"
5130,"57072001-01"
5130,"57050336-PL"
5130,"57031501-52"
5130,"57022881-50"
5130,"57042002-52"
5537,"47075849-32"
5537,"57000438-OR"
5537,"57010006-99"
5537,"57050034-52"
5537,"57050035-52"
5684,"47075849-32"
5684,"47087124-DC"
5684,"47027836-OR"
5684,"47046312-05"
5684,"57050277-01"
5706,"47075849-32"
5706,"57010037-99"
5706,"47097817-99"
5706,"57050303-01"
5706,"57061167-01"
5706,"47087123-05"
5715,"47075849-32"
5715,"47025953-32"
5715,"47077105-01"
5715,"57050310-08"
5715,"47075971-05"
5745,"47075849-32"
5745,"47015920-32"
5745,"47037825-CU"
5745,"47094023-OR"
5745,"57050464-12"
5775,"47075849-32"
5775,"47037825-CU"
5775,"47035852-OR"
5775,"47007882-32"
5775,"57050487-01"
6256,"47075849-32"
6256,"57040274-OR"
6256,"57043797-99"
6256,"47066314-OR"
6256,"57063809-99"
3446,"47005851-OR"
3446,"47005921-99"
3446,"47046706-99"
3446,"57010285-02"
3446,"47008268-01"
4427,"47005851-OR"
4427,"57010006-CU"
4427,"47017722-CU"
4427,"47002531-OR"
4427,"47012524-OR"
4427,"57030034-08"
4427,"47069202-65"
4427,"47079202-65"
4427,"47032521-OR"
4878,"47005851-OR"
4878,"47037825-99"
4878,"47005920-99"
4878,"47015857-OR"
4878,"47088633-99"
4878,"57040029-05"
4878,"47012524-OR"
4878,"47027877-01"
4922,"47005851-OR"
4922,"57050111-PL"
4922,"47024024-OR"
4922,"47032882-PL"
4922,"57040133-56"
4982,"47005851-OR"
4982,"57002879-TC"
4982,"57050271-OR"
4982,"47037825-99"
4982,"57040278-99"
4982,"47027837-OR"
4982,"47032521-OR"
4982,"47059203-99"
5579,"47005851-OR"
5579,"57050102-99"
5579,"47005920-99"
5579,"47069203-02"
5579,"47074026-05"
5579,"47047826-40"
5579,"47057826-40"
5674,"47005851-OR"
5674,"57050271-OR"
5674,"47037825-99"
5674,"47005920-99"
5674,"47038631-99"
5674,"47084002-01"
5674,"47012524-OR"
5674,"47047141-02"
6210,"47005851-OR"
6210,"57020037-01"
6210,"47026326-02"
6210,"57031151-01"
6210,"57062510-45"
2582,"57000003-02"
2582,"47087124-DC"
2582,"47005945-80"
2582,"47005922-CU"
2582,"47005857-OR"
2582,"47024004-99"
2582,"47027105-37"
2582,"47005934-32"
2582,"47015917-08"
2582,"47004026-OR"
2582,"47054026-OR"
2789,"57000003-02"
2789,"47083267-TM"
2789,"57050294-OR"
2789,"57002519-52"
2789,"57061172-CU"
3535,"57000003-02"
3535,"57010770-15"
3535,"57050451-OR"
3535,"47009028-01"
3535,"57020037-01"
7055,"57000003-02"
7055,"57002513-99"
7055,"57050294-OR"
7055,"57050032-99"
7055,"57083811-37"
2831,"47087124-DC"
2831,"57050294-PL"
2831,"57050111-PL"
2831,"57081168-PL"
2831,"57050491-PL"
2831,"57003777-02"
2831,"57010735-08"
2831,"37000577-10"
2831,"57083809-99"
2831,"57092512-99"
2831,"57004052-PL"
3467,"47087124-DC"
3467,"57000033-01"
3467,"57000180-84"
3467,"57000438-OR"
3467,"57010458-88"
3501,"47087124-DC"
3501,"47037825-CU"
3501,"47007650-08"
3501,"47077833-OR"
3501,"57010644-02"
3999,"47087124-DC"
3999,"57000033-01"
3999,"47005921-99"
3999,"57000438-OR"
3999,"57020256-88"
5069,"47087124-DC"
5069,"57000033-01"
5069,"57010458-88"
5069,"57020462-20"
5069,"57040460-OR"
5679,"47087124-DC"
5679,"57020012-01"
5679,"47037829-05"
5679,"47067661-08"
5679,"57050274-20"
6623,"47087124-DC"
6623,"47064425-99"
6623,"57050294-OR"
6623,"57040278-99"
6623,"57072503-02"
7426,"47087124-DC"
7426,"57010037-99"
7426,"47012502-99"
7426,"57050184-01"
7426,"57092891-01"
6330,"47005945-80"
6330,"57050294-PL"
6330,"57092512-99"
6330,"47084411-99"
6330,"57064433-65"
6775,"47005945-80"
6775,"57040376-OR"
6775,"57024031-OR"
6775,"57093812-30"
6775,"57075791-48"
2652,"47005922-CU"
2652,"47005857-OR"
2652,"47037825-CU"
2652,"57000286-52"
2652,"57020033-OR"
2655,"47005922-CU"
2655,"57000316-37"
2655,"47046706-99"
2655,"47015919-01"
2655,"47037834-OR"
2695,"47005922-CU"
2695,"57010006-CU"
2695,"57000428-01"
2695,"47038643-02"
2695,"47015857-OR"
3445,"47005922-CU"
3445,"47046706-99"
3445,"57010284-02"
3445,"57050260-02"
3445,"57050283-02"
3445,"47037836-OR"
3448,"47005922-CU"
3448,"47015850-OR"
3448,"47037826-99"
3448,"47004002-30"
3448,"57010287-01"
3470,"47005922-CU"
3470,"47046706-99"
3470,"47015851-OR"
3470,"57010465-99"
3470,"47077885-TN"
3974,"47005922-CU"
3974,"57050006-99"
3974,"47095838-99"
3974,"57020048-CU"
3974,"47026304-06"
4009,"47005922-CU"
4009,"47005857-OR"
4009,"57020266-05"
4009,"47046706-99"
4009,"47037841-52"
4009,"57040388-02"
4009,"47004377-99"
4115,"47005922-CU"
4115,"47025854-OR"
4115,"57010006-CU"
4115,"57050294-OR"
4115,"57024011-85"
4417,"47005922-CU"
4417,"57050006-99"
4417,"57030011-08"
4417,"47087132-08"
4417,"57040071-08"
4429,"47005922-CU"
4429,"47037835-OR"
4429,"57040036-01"
4429,"57030035-01"
4429,"47087824-09"
4895,"47005922-CU"
4895,"47095838-99"
4895,"57020048-CU"
4895,"47026304-06"
4895,"57040048-OR"
4910,"47005922-CU"
4910,"57010006-CU"
4910,"47032521-OR"
4910,"57040081-10"
4910,"47063254-43"
5064,"47005922-CU"
5064,"57040070-OR"
5064,"57010042-05"
5064,"57050006-23"
5064,"57040453-05"
5647,"47005922-CU"
5647,"47037825-CU"
5647,"47005752-32"
5647,"47027837-OR"
5647,"57050246-20"
5686,"47005922-CU"
5686,"57010006-CU"
5686,"47005854-79"
5686,"57050278-01"
5686,"47077822-52"
5689,"47005922-CU"
5689,"47046706-99"
5689,"57010284-02"
5689,"57050283-02"
5689,"47037836-OR"
2770,"47005857-OR"
2770,"57020012-87"
2770,"57001126-02"
2770,"47057878-20"
2770,"57030034-20"
2814,"47005857-OR"
2814,"57050162-01"
2814,"57002887-05"
2814,"57082884-05"
2814,"57062514-05"
2814,"57030033-08"
3394,"47005857-OR"
3394,"57000455-88"
3394,"57010044-88"
3394,"57040074-88"
3394,"57010628-83"
3701,"47005857-OR"
3701,"57043797-99"
3701,"57002516-99"
3701,"57015793-43"
3701,"57075790-43"
4491,"47005857-OR"
4491,"47046706-99"
4491,"47032878-99"
4491,"57052001-05"
4491,"57032001-05"
5072,"47005857-OR"
5072,"47005921-99"
5072,"47097817-99"
5072,"57010042-05"
5072,"57040463-52"
5073,"47005857-OR"
5073,"57010037-99"
5073,"57000377-OR"
5073,"57040274-OR"
5073,"47075951-OR"
5073,"57050032-99"
5073,"57040463-99"
5073,"47066314-OR"
5631,"47005857-OR"
5631,"47097817-99"
5631,"47005949-99"
5631,"57050212-43"
5639,"47005857-OR"
5639,"57050230-01"
5639,"57003822-34"
5639,"57004435-CU"
5639,"57083795-32"
5784,"47005857-OR"
5784,"47005752-32"
5784,"57082889-PL"
5784,"47077845-99"
5784,"57050700-87"
6035,"47005857-OR"
6035,"57094033-PL"
6035,"57022510-99"
6035,"47077845-99"
6035,"57056308-05"
6773,"47005857-OR"
6773,"57043797-99"
6773,"57002516-99"
6773,"57015793-43"
6773,"57075790-43"
6777,"47005857-OR"
6777,"57002512-99"
6777,"57010274-OR"
6777,"47077845-99"
6777,"57075792-38"
7012,"47005857-OR"
7012,"57010241-01"
7012,"57002887-05"
7012,"57082884-05"
7012,"57062514-05"
7012,"57030033-08"
2621,"47024004-99"
2621,"47017722-CU"
2621,"57000205-TN"
2621,"47067108-99"
2621,"47005949-99"
2621,"47012503-OR"
2807,"47024004-99"
2807,"47064425-99"
2807,"47012502-99"
2807,"47095848-99"
2807,"57002881-TU"
2807,"47037106-30"
3376,"47024004-99"
3376,"47078649-TM"
3376,"57040274-OR"
3376,"57010007-99"
3376,"47058646-52"
3383,"47024004-99"
3383,"57010612-99"
3383,"57020037-01"
3383,"57040359-01"
3383,"57010034-85"
3518,"47024004-99"
3518,"57020047-99"
3518,"57010006-CU"
3518,"57040080-08"
3518,"47035914-09"
3518,"57062514-05"
3518,"57010735-08"
3518,"47004002-30"
3518,"47044016-01"
3518,"57040028-11"
4435,"47024004-99"
4435,"57010043-57"
4435,"57050077-99"
4435,"57050076-OR"
4435,"57030040-57"
4435,"47039039-20"
4435,"47039037-20"
4451,"47024004-99"
4451,"47010105-99"
4451,"47023268-TN"
4451,"47025146-PL"
4451,"57030255-99"
4892,"47024004-99"
4892,"47078649-TM"
4892,"57040045-PL"
4892,"57040042-PL"
4892,"47039039-20"
4901,"47024004-99"
4901,"47098645-99"
4901,"57040042-PL"
4901,"57040072-52"
4901,"47074002-99"
4903,"47024004-99"
4903,"57010037-99"
4903,"57040074-88"
4903,"57050336-PL"
4903,"57040463-99"
4903,"47047132-85"
4903,"47037132-85"
4909,"47024004-99"
4909,"57020047-99"
4909,"57040080-08"
4909,"57000438-OR"
4909,"57050480-02"
4916,"47024004-99"
4916,"57040070-OR"
4916,"47045852-01"
4916,"47086319-CU"
4916,"57040028-05"
4916,"57050044-OR"
4916,"57040105-06"
5082,"47024004-99"
5082,"57040598-99"
5082,"57020047-99"
5082,"57040080-08"
5082,"57000438-OR"
5082,"57050480-02"
5554,"47024004-99"
5554,"57010043-57"
5554,"57050077-99"
5554,"57050076-OR"
5554,"47039039-20"
5554,"47039037-20"
5555,"47024004-99"
5555,"57010037-99"
5555,"47068644-99"
5555,"57050077-40"
5555,"47074002-99"
5556,"47024004-99"
5556,"57010037-99"
5556,"47068644-99"
5556,"57050077-99"
5556,"47074002-99"
5576,"47024004-99"
5576,"57050100-05"
5576,"57020041-88"
5576,"47097130-05"
5576,"47047131-05"
5591,"47024004-99"
5591,"57010037-99"
5591,"57050111-PL"
5591,"47068644-99"
5591,"47074002-99"
5707,"47024004-99"
5707,"57020047-99"
5707,"47037825-99"
5707,"57010603-99"
5707,"57030033-99"
5707,"57040029-05"
5707,"57020259-99"
5707,"57050303-09"
5707,"47055852-99"
5729,"47024004-99"
5729,"57010037-99"
5729,"57040074-88"
5729,"57050336-PL"
5729,"57040463-99"
2630,"47005934-32"
2630,"57000255-52"
2630,"47037654-08"
2630,"47005752-32"
2630,"47037835-OR"
2630,"47097833-OR"
3529,"47004026-OR"
3529,"57041000-PL"
3529,"47025146-PL"
3529,"57010763-05"
3529,"57010764-05"
3530,"47004026-OR"
3530,"47032878-99"
3530,"47055145-99"
3530,"57010763-99"
3530,"57010764-99"
3531,"47004026-OR"
3531,"47032878-02"
3531,"47025146-PL"
3531,"57010763-05"
3531,"57010764-05"
3532,"47004026-OR"
3532,"47032878-99"
3532,"47055145-99"
3532,"57010763-99"
3532,"57010764-99"
3588,"47004026-OR"
3588,"57050086-99"
3588,"57092881-01"
3588,"57022510-99"
3588,"57013783-99"
3588,"57013784-99"
7465,"47004026-OR"
7465,"47085855-99"
7465,"57093809-99"
7465,"47085881-TN"
7465,"57093811-05"
5634,"47054026-OR"
5634,"47003279-TC"
5634,"57050032-99"
5634,"47055145-99"
5634,"57050213-87"
5637,"47054026-OR"
5637,"57050161-01"
5637,"57010034-08"
5637,"57010006-99"
5637,"57050229-01"
5659,"47054026-OR"
5659,"57050111-PL"
5659,"47094424-99"
5659,"47054426-99"
5659,"57050254-99"
6644,"47054026-OR"
6644,"47034428-PL"
6644,"47016322-99"
6644,"47035844-02"
6644,"47055145-99"
6644,"57072887-46"
2583,"57000003-43"
2583,"57002879-TC"
2583,"57010037-99"
2583,"47045949-99"
2583,"47027838-OR"
2805,"57002879-TC"
2805,"47005949-99"
2805,"47005920-99"
2805,"57050488-88"
2805,"47015877-50"
6227,"57002879-TC"
6227,"57000769-08"
6227,"57061172-CU"
6227,"57062888-85"
6227,"57014038-OR"
2590,"57010037-99"
2590,"57000032-99"
2590,"57050321-99"
2590,"47024032-CU"
2590,"57040598-99"
2590,"57071168-OR"
2601,"57010037-99"
2601,"57000151-01"
2601,"57040037-99"
2601,"57041000-PL"
2601,"57040376-OR"
2622,"57010037-99"
2622,"47012502-99"
2622,"57000206-43"
2622,"47095848-99"
2622,"47014026-PL"
2622,"47074426-PL"
2644,"57010037-99"
2644,"47037835-OR"
2644,"57000272-99"
2644,"47067665-99"
2644,"57030031-99"
2703,"57010037-99"
2703,"57081168-OR"
2703,"57000451-07"
2703,"47088633-99"
2703,"47047832-08"
2703,"57020045-PL"
2706,"57010037-99"
2706,"47037835-OR"
2706,"57000494-80"
2706,"47078639-20"
2706,"47085855-99"
2707,"57010037-99"
2707,"57000494-99"
2707,"47068644-99"
2707,"47094760-PL"
2707,"47010414-PL"
2730,"57010037-99"
2730,"47015882-TM"
2730,"57010612-99"
2730,"57001057-70"
2730,"47065143-99"
2735,"57010037-99"
2735,"57040274-OR"
2735,"47034043-TM"
2735,"57001059-99"
2735,"47014766-32"
2761,"57010037-99"
2761,"47005921-99"
2761,"57050271-OR"
2761,"57001104-12"
2761,"47077127-43"
2762,"57010037-99"
2762,"57050111-PL"
2762,"57020045-PL"
2762,"57001104-52"
2762,"47027135-50"
2762,"57062881-01"
2762,"57010291-TC"
2762,"57010034-08"
2762,"47061508-01"
2765,"57010037-99"
2765,"47036305-BL"
2765,"47005920-99"
2765,"57001109-99"
2765,"47055868-99"
2767,"57010037-99"
2767,"47037835-OR"
2767,"47034043-TM"
2767,"47074006-52"
2767,"57001111-02"
2769,"57010037-99"
2769,"47016322-99"
2769,"57020363-OR"
2769,"57001121-25"
2769,"47095850-OR"
2771,"57010037-99"
2771,"47005921-99"
2771,"47037835-OR"
2771,"57001096-02"
2771,"57001111-02"
2771,"57001132-02"
2812,"57010037-99"
2812,"57041000-PL"
2812,"57010612-99"
2812,"57002885-99"
2812,"57042882-99"
3382,"57010037-99"
3382,"57050321-99"
3382,"57040598-99"
3382,"57071168-OR"
3382,"57010034-43"
3387,"57010037-99"
3387,"57010603-99"
3387,"57050078-99"
3387,"47095838-99"
3387,"47038631-99"
3413,"57010037-99"
3413,"47076709-99"
3413,"57000367-99"
3413,"57010252-87"
3413,"47009028-99"
3417,"57010037-99"
3417,"47095848-99"
3417,"57010255-43"
3417,"47036716-99"
3417,"47036316-PL"
3418,"57010037-99"
3418,"57010006-CU"
3418,"47017722-CU"
3418,"47012523-OR"
3418,"47002528-OR"
3418,"57010256-96"
3418,"47025952-CU"
3418,"47023268-TN"
3424,"57010037-99"
3424,"47005949-99"
3424,"47005919-CU"
3424,"47087851-OR"
3424,"57033807-99"
3424,"57010260-99"
3424,"47037128-08"
3427,"57010037-99"
3427,"57040274-PL"
3427,"57020363-OR"
3427,"57071176-99"
3427,"57010263-99"
3427,"47064759-99"
3427,"47094426-PL"
3427,"57094394-09"
3431,"57010037-99"
3431,"57000377-OR"
3431,"57010275-OR"
3431,"57050032-99"
3431,"57040463-99"
3431,"47066314-OR"
3432,"57010037-99"
3432,"47015850-OR"
3432,"47077845-99"
3432,"47038631-99"
3432,"57010276-99"
3432,"57020040-TN"
3436,"57010037-99"
3436,"57000367-99"
3436,"47005920-99"
3436,"47065916-99"
3436,"57010278-99"
3441,"57010037-99"
3441,"57050006-99"
3441,"47016322-99"
3441,"57010282-81"
3441,"47097122-TN"
3456,"57010037-99"
3456,"57040037-99"
3456,"47094424-99"
3456,"57010317-50"
3456,"47061313-TO"
3482,"57010037-99"
3482,"57010603-99"
3482,"57050078-99"
3482,"47095838-99"
3482,"47038631-99"
3492,"57010037-99"
3492,"57010241-01"
3492,"47045852-01"
3492,"47084002-01"
3492,"57010632-56"
3492,"47067664-88"
3493,"57010037-99"
3493,"47095848-99"
3493,"47001037-99"
3493,"57010632-99"
3493,"47084435-99"
3506,"57010037-99"
3506,"47004026-PL"
3506,"57010714-30"
3506,"47015923-99"
3506,"47036315-OR"
3528,"57010037-99"
3528,"57040274-PL"
3528,"57030039-PL"
3528,"47094760-PL"
3528,"57072001-92"
3528,"57052508-99"
3528,"57010760-99"
3528,"47017851-01"
3534,"57010037-99"
3534,"57005797-05"
3534,"57053809-08"
3534,"57084034-99"
3534,"57010766-08"
3549,"57010037-99"
3549,"57050321-99"
3549,"47024032-CU"
3549,"57071168-OR"
3549,"57012508-32"
3566,"57010037-99"
3566,"47017722-CU"
3566,"57040274-OR"
3566,"57001101-TC"
3566,"57012885-01"
3575,"57010037-99"
3575,"57050006-99"
3575,"47016322-99"
3575,"57012895-52"
3575,"47000157-TN"
3576,"57010037-99"
3576,"57040376-OR"
3576,"47075864-32"
3576,"47005921-CU"
3576,"57012895-99"
3579,"57010037-99"
3579,"57040076-99"
3579,"57050294-OR"
3579,"57063811-99"
3579,"57012897-46"
3616,"57010037-99"
3616,"57002534-OR"
3616,"57024405-TN"
3616,"57013812-05"
3616,"57082892-99"
3991,"57010037-99"
3991,"47017722-CU"
3991,"57081168-OR"
3991,"57020252-52"
3991,"47035869-OR"
3996,"57010037-99"
3996,"57040037-99"
3996,"57040274-PL"
3996,"47055868-99"
3996,"57092893-PL"
3996,"57020255-88"
3996,"57050472-BL"
4018,"57010037-99"
4018,"47004002-99"
4018,"57020043-52"
4018,"57020453-15"
4052,"57010037-99"
4052,"57000377-OR"
4052,"57050294-OR"
4052,"57001503-99"
4052,"57022886-69"
4055,"57010037-99"
4055,"57040080-08"
4055,"57010603-99"
4055,"57044409-TO"
4055,"57022888-05"
4057,"57010037-99"
4057,"47078649-TM"
4057,"47022883-99"
4057,"57081168-PL"
4057,"57022891-01"
4073,"57010037-99"
4073,"57050294-PL"
4073,"57001104-12"
4073,"57065149-99"
4073,"57023796-65"
4073,"57033796-65"
4114,"57010037-99"
4114,"57040253-99"
4114,"57064388-99"
4114,"57024008-99"
4114,"47050101-99"
4452,"57010037-99"
4452,"57010274-OR"
4452,"47009028-99"
4452,"47057846-99"
4452,"57030256-99"
4473,"57010037-99"
4473,"47078255-99"
4473,"57050118-OR"
4473,"47067818-01"
4473,"57030463-52"
4498,"57010037-99"
4498,"57013801-99"
4498,"57042524-PL"
4498,"57032893-TN"
4498,"57032512-CU"
4500,"57010037-99"
4500,"57050321-99"
4500,"57040598-99"
4500,"57071168-OR"
4500,"57032523-CU"
4511,"57010037-99"
4511,"57000377-OR"
4511,"47035914-09"
4511,"57050118-OR"
4511,"57050032-99"
4511,"57032885-07"
4511,"47005929-OR"
4512,"57010037-99"
4512,"57000377-OR"
4512,"47035914-09"
4512,"57050118-OR"
4512,"57050032-99"
4512,"47005929-OR"
4512,"57032885-99"
4523,"57010037-99"
4523,"57050294-PL"
4523,"57001104-12"
4523,"57065149-99"
4523,"57023796-65"
4523,"57033796-65"
4536,"57010037-99"
4536,"57002540-OR"
4536,"57064028-09"
4536,"47091248-31"
4536,"57032507-32"
4536,"57033809-61"
4893,"57010037-99"
4893,"57050321-99"
4893,"47024032-CU"
4893,"57040598-99"
4893,"57040046-PL"
4923,"57010037-99"
4923,"47037654-99"
4923,"57040153-52"
4923,"57050153-52"
4923,"57040155-52"
4924,"57010037-99"
4924,"47037654-99"
4924,"57040153-52"
4924,"57050153-52"
4924,"57040155-52"
4968,"57010037-99"
4968,"57050006-99"
4968,"57001168-01"
4968,"57040214-52"
4968,"57040266-52"
4979,"57010037-99"
4979,"47095848-99"
4979,"47065916-99"
4979,"57040276-99"
4979,"47014031-20"
4999,"57010037-99"
4999,"57040297-99"
4999,"47067108-99"
4999,"47012503-OR"
4999,"47075944-99"
5016,"57010037-99"
5016,"47005921-99"
5016,"47027836-OR"
5016,"47078649-TM"
5016,"57040314-12"
5024,"57010037-99"
5024,"57040274-PL"
5024,"57000431-01"
5024,"57010612-99"
5024,"57040319-61"
5077,"57010037-99"
5077,"47094424-99"
5077,"47057878-75"
5077,"57040495-99"
5077,"47095845-65"
5084,"57010037-99"
5084,"47037834-OR"
5084,"57040689-14"
5084,"57040699-14"
5084,"47011282-99"
5087,"57010037-99"
5087,"47037834-OR"
5087,"57040689-14"
5087,"57040699-14"
5087,"47011282-99"
5090,"57010037-99"
5090,"47075947-07"
5090,"57030034-08"
5090,"57040718-09"
5090,"47067116-05"
5099,"57010037-99"
5099,"57020363-OR"
5099,"47085855-99"
5099,"57040749-33"
5099,"57020379-OR"
5101,"57010037-99"
5101,"47027836-OR"
5101,"47085855-99"
5101,"57040750-33"
5101,"47046315-OR"
5108,"57010037-99"
5108,"57040158-99"
5108,"57050294-OR"
5108,"57040812-16"
5108,"57040813-16"
5108,"57062506-99"
5110,"57010037-99"
5110,"57040158-99"
5110,"57050294-OR"
5110,"57040812-16"
5110,"57040813-16"
5110,"57062506-99"
5149,"57010037-99"
5149,"57040076-99"
5149,"57010603-99"
5149,"57050294-OR"
5149,"57002885-99"
5149,"57042882-99"
5166,"57010037-99"
5166,"57050294-PL"
5166,"57062892-TM"
5166,"57031178-99"
5166,"57042897-99"
5185,"57010037-99"
5185,"47022883-99"
5185,"57002536-OR"
5185,"47032521-OR"
5185,"57043805-99"
5190,"57010037-99"
5190,"57000276-PL"
5190,"57050078-99"
5190,"57043808-52"
5190,"47084391-99"
5210,"57010037-99"
5210,"57050294-PL"
5210,"57044010-59"
5214,"57010037-99"
5214,"57002539-OR"
5214,"47036315-OR"
5214,"57044015-08"
5214,"47095859-99"
5252,"57010037-99"
5252,"57040076-99"
5252,"57050294-OR"
5252,"57013780-08"
5252,"57044434-52"
5252,"57094414-02"
5520,"57010037-99"
5520,"57050006-99"
5520,"57050294-PL"
5520,"57032894-TM"
5526,"57010037-99"
5526,"57050321-99"
5526,"47024032-CU"
5526,"57040598-99"
5526,"57071168-OR"
5526,"57050027-52"
5543,"57010037-99"
5543,"57050321-99"
5543,"47024032-CU"
5543,"57040598-99"
5543,"57050047-30"
5549,"57010037-99"
5549,"57050336-PL"
5549,"57050068-88"
5549,"47009028-99"
5549,"47028640-99"
5558,"57010037-99"
5558,"57050079-40"
5558,"47078647-99"
5558,"47068647-99"
5558,"47008652-99"
5589,"57010037-99"
5589,"57030040-14"
5589,"57050109-40"
5589,"57050077-40"
5599,"57010037-99"
5599,"47097833-OR"
5599,"47004002-30"
5599,"57050113-02"
5599,"57050121-02"
5602,"57010037-99"
5602,"47037654-99"
5602,"57040153-52"
5602,"57050153-52"
5602,"57040155-52"
5604,"57010037-99"
5604,"47067108-99"
5604,"47095848-99"
5604,"47087877-01"
5604,"47074432-99"
5604,"57050158-TN"
5604,"47093774-99"
5604,"47005874-01"
5607,"57010037-99"
5607,"57020012-01"
5607,"47005921-99"
5607,"57050006-99"
5607,"57050162-01"
5607,"57010257-01"
5607,"57010494-99"
5607,"47050101-99"
5607,"47057839-01"
5625,"57010037-99"
5625,"47076709-99"
5625,"47034034-52"
5625,"57020363-OR"
5625,"47055882-99"
5625,"57050185-TC"
5625,"57050230-99"
5625,"47005933-TC"
5625,"47055866-50"
5633,"57010037-99"
5633,"47095848-99"
5633,"47083267-TM"
5633,"57040045-PL"
5633,"57050213-11"
5641,"57010037-99"
5641,"57040274-PL"
5641,"47037834-OR"
5641,"57050230-52"
5641,"47021252-99"
5641,"57050470-01"
5641,"47003774-TN"
5642,"57010037-99"
5642,"57000276-PL"
5642,"57030033-99"
5642,"57042510-99"
5642,"57040305-01"
5642,"57010424-02"
5642,"57050230-56"
5652,"57010037-99"
5652,"57050006-99"
5652,"47017722-CU"
5652,"47005949-99"
5652,"57040046-PL"
5652,"57050249-99"
5665,"57010037-99"
5665,"57040274-OR"
5665,"37010684-99"
5665,"57040156-99"
5665,"47076304-01"
5665,"47050101-99"
5665,"57040292-TC"
5665,"57050262-01"
5665,"47051280-05"
5677,"57010037-99"
5677,"57050271-OR"
5677,"47001195-99"
5677,"57050273-43"
5677,"47050151-05"
5714,"57010037-99"
5714,"57050321-99"
5714,"47024032-CU"
5714,"57040598-99"
5714,"57071168-OR"
5714,"57050309-OR"
5751,"57010037-99"
5751,"57050006-99"
5751,"47015923-02"
5751,"57020115-PL"
5751,"57050467-52"
5755,"57010037-99"
5755,"47017722-CU"
5755,"57040254-05"
5755,"57050471-05"
5755,"47037877-37"
5817,"57010037-99"
5817,"57010603-99"
5817,"57050118-OR"
5817,"57050032-99"
5817,"57052893-52"
5842,"57010037-99"
5842,"57023725-09"
5842,"57030776-99"
5842,"57015981-01"
5842,"57053809-99"
5849,"57010037-99"
5849,"57050294-PL"
5849,"57072889-PL"
5849,"57071176-99"
5849,"57052525-PL"
5849,"57053817-01"
5895,"57010037-99"
5895,"57002534-OR"
5895,"57042511-99"
5895,"57054419-37"
5895,"57054415-37"
